Purl,Title,Source Id,Collection ID,Hydrus Collection,Object Type,Status,Reg. Date,Pub. Date,
"http://purl.stanford.edu/nh103yw3374","AMICA Bulletin, 1969, Volume 6, Issue 11","Hydrus:item-jessie2-2015-06-10T18:12:53.099Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-10","2015-06-10",
"http://purl.stanford.edu/nh189rt7660","Out on the farm","Hydrus:collection-dhartwig-2013-04-09T15:52:33.257Z","","","collection; set","v1 Accessioned","2013-04-09","2013-04-09",
"http://purl.stanford.edu/nh200sz7889","John Carl Warnecke, "Stanford's Architecture at the Crossroads"","Hydrus:collection-dhartwig-2013-08-29T17:04:19.657Z","","","collection; set","v1 Accessioned","2013-08-29","2013-08-29",
"http://purl.stanford.edu/nh373hn9054","Minutes, 2008 Feb 11-12","Hydrus:item-dhartwig-2013-04-05T16:02:23.384Z","kg903qq5246","Stanford University, Board of Trustees, Meeting Records","item","v5 Accessioned","2013-04-05","2015-05-02",
"http://purl.stanford.edu/nh425kv2077","The Structural and Functional Role of Calcium Ions at the Globular Domain of C1Q-Like Proteins","Hydrus:item-bkvu-2014-05-08T09:13:23.651Z","fr625dm6043","Undergraduate Theses, Department of Biology, 2013-2014","item","v2 Accessioned","2014-05-08","2015-05-08",
"http://purl.stanford.edu/nh510hh1287","The Afro-Cuban Jazz Cartel: How Environment Affects Music","Hydrus:item-dcollado-2014-06-01T16:28:00.068Z","zm381kw7359","Music Ethnography of the Bay Area Collection - ARS.0152","item","v3 Accessioned","2014-06-01","2014-07-21",
"http://purl.stanford.edu/nh560hz2167","Sticket: A Tangible Interface for Building Management","Hydrus:item-xueheng-2015-03-20T11:33:24.834Z","kq629sd5182","ME310 Project Based Engineering Design","item","v1 Accessioned","2015-03-20","2015-07-13",
"http://purl.stanford.edu/nh642gf0406","Richard N. Zare Audiovisual Materials","Hydrus:collection-dhartwig-2013-06-27T16:45:23.739Z","","","collection; set","v1 Accessioned","2013-06-27","2014-03-08",
"http://purl.stanford.edu/nh709fw7090","Bargaining and Typology: A Theory of Economic Sanctions Success","Hydrus:item-krisk11-2015-06-24T19:39:10.488Z","md903dt5665","Center for International Security and Cooperation (CISAC) Interschool Honors Program in International Security Studies","item","v1 Accessioned","2015-06-24","2015-06-24",
"http://purl.stanford.edu/nh768fy9218","Hydrus","Hydrus:collection-efahy-2014-03-13T23:41:25.767Z","","","collection","v1 Registered","2014-03-13","",
"http://purl.stanford.edu/nh807kh8653","Windows version","Hydrus:item-dhartwig-2015-01-22T18:25:28.395Z","fn826cq1141","William R. Hewlett Library","item","v1 Accessioned","2015-01-22","2015-01-22",
"http://purl.stanford.edu/nh908jk7292","Intial Hydrus APO title","Hydrus:adminPolicy-efahy-2014-03-13T21:44:39.468Z","","","adminPolicy","v1 Registered","2014-03-13","",
"http://purl.stanford.edu/nh913wp2278","Bryan Wolf Retirement Party Photographs","Hydrus:collection-dhartwig-2014-12-20T21:20:25.936Z","","","collection; set","v1 Accessioned","2014-12-20","2014-12-20",
"http://purl.stanford.edu/nh929nm1593","Nonlinear Seismic Analysis and Design of Reinforced Concrete Buildings: Supplementary Proceedings of a Workshop Held in Bled, Slovenia, July 13-16, 1992","Hydrus:item-rns-2013-09-12T18:30:36.173Z","mz198fp9366","John A. Blume Earthquake Engineering Center Technical Report Series","item","v4 Accessioned","2013-09-12","2014-01-25",
"http://purl.stanford.edu/nj047tq6138","Teach-in schedule","Hydrus:item-dhartwig-2013-03-22T23:03:20.836Z","zh988kq3827","Occupy the Future Collection","item","v2 Accessioned","2013-03-22","2014-04-04",
"http://purl.stanford.edu/nj069fk8338","Approaches to the aggregation problem. [TR 46]","Hydrus:item-regirob-2014-07-25T20:07:12.356Z","vj354pj0087","Laboratory for Social Research Technical Report Series (1961-1985), Stanford University Department of Sociology","item","v2 Accessioned","2014-07-25","2015-06-02",
"http://purl.stanford.edu/nj192pr2062","Moment-Based Probability Modeling and Extreme Response Estimation: The FITS Routine (Version 1.2)","Hydrus:item-kbugyi-2014-08-26T22:39:35.812Z","jx221pk5832","Reliability of Marine Structures Program","item","v2 Accessioned","2014-08-26","2015-04-23",
"http://purl.stanford.edu/nj209pd8952","Additional material (ARCH-2005-101)","Hydrus:item-dhartwig-2013-06-18T16:30:38.707Z","fm202ny0348","Edward A. Feigenbaum Papers","item","v2 Accessioned","2013-06-18","2014-03-12",
"http://purl.stanford.edu/nj324rr0255","Minutes, 2009 Dec 7-8","Hydrus:item-dhartwig-2013-05-10T18:25:12.219Z","kg903qq5246","Stanford University, Board of Trustees, Meeting Records","item","v3 Accessioned","2013-05-10","2015-04-10",
"http://purl.stanford.edu/nj348hy1746","Oral history with Julius Shuchat, retired director of Stanford University bands, conducted by Jeff Littleboy","Hydrus:collection-dhartwig-2013-05-31T20:16:34.884Z","","","collection; set","v1 Accessioned","2013-05-31","2013-05-31",
"http://purl.stanford.edu/nj553xr9168","Audio recordings","Hydrus:item-dhartwig-2013-07-05T19:04:50.341Z","yc367wq7336","Stanford University Audio Collection","item","v2 Accessioned","2013-07-05","2014-04-04",
"http://purl.stanford.edu/nj667qv3321","Pathfinding Project","Hydrus:item-dhartwig-2015-05-28T22:35:09.916Z","qy438zd8598","Willis Harman Collection","item","v1 Registered","2015-05-28","",
"http://purl.stanford.edu/nj710vy6861","The Stanford Rock Fracture Project 2004 Field Trip Guide","Hydrus:item-elenas55-2015-06-20T19:14:56.507Z","vd298zm5495","The Stanford Rock Fracture Project","item","v2 Accessioned","2015-06-20","2015-07-29",
"http://purl.stanford.edu/nj859zd5622","Papers from the Gimon Conference on French Political Economy, April 2004","Hydrus:collection-ssussman-2014-06-25T18:58:38.031Z","","","collection; set","v3 Accessioned","2014-06-25","2014-12-04",
"http://purl.stanford.edu/nj976md2704","APO for Strout Family Photographs Documenting Stanford University","Hydrus:adminPolicy-dhartwig-2014-11-18T06:32:28.308Z","","","adminPolicy","v1 Accessioned","2014-11-18","2014-11-18",
"http://purl.stanford.edu/nk047hw7099","Test Thesis by K Ligda","Hydrus:item-kenligda-2014-03-31T18:55:22.620Z","","","item","v3 Accessioned","2014-03-31","2015-04-08",
"http://purl.stanford.edu/nk347ns1208","SAP Winter Design Document: Farmer's Right Hand","Hydrus:item-suhlrich-2015-04-02T06:21:41.849Z","kq629sd5182","ME310 Project Based Engineering Design","item","v1 Registered","2015-04-02","",
"http://purl.stanford.edu/nk352yh5434","The Role of Deformation Bands and Stylolites in Fault Development in Carbonate Grainstones of Majella Mountain, Italy","Hydrus:item-elenas55-2015-06-20T00:25:25.739Z","vd298zm5495","The Stanford Rock Fracture Project","item","v2 Accessioned","2015-06-20","2015-07-29",
"http://purl.stanford.edu/nk482pk1832","Using Striation to Understand the Mechanics of Faulting in Heterogeneous Stress Fields","Hydrus:item-elenas55-2015-06-20T18:45:53.214Z","vd298zm5495","The Stanford Rock Fracture Project","item","v2 Accessioned","2015-06-20","2015-07-29",
"http://purl.stanford.edu/nk565yx4462","Event materials","Hydrus:item-dhartwig-2014-12-03T18:27:13.175Z","vv835cc5301","Founders of the Future","item","v1 Accessioned","2014-12-03","2014-12-03",
"http://purl.stanford.edu/nk679bc3683","Conference proceedings","Hydrus:item-dhartwig-2015-01-22T22:50:09.103Z","bd989wf0051","Prescription for Prevention; Nuclear War: Our Greatest Health Hazard Proceedings","item","v1 Accessioned","2015-01-22","2015-01-22",
"http://purl.stanford.edu/nk784qn9320","Archives project documentation","Hydrus:item-dhartwig-2013-06-06T16:54:54.983Z","fm202ny0348","Edward A. Feigenbaum Papers","item","v2 Accessioned","2013-06-06","2014-04-04",
"http://purl.stanford.edu/nk846ch1012","APO for Harry Sanders; a Stanford planner Charts the History of Campus planning, and Church's Contribution","Hydrus:adminPolicy-dhartwig-2015-01-22T18:56:41.610Z","","","adminPolicy","v1 Accessioned","2015-01-22","2015-01-22",
"http://purl.stanford.edu/nk907kd3896","Stanford University, President's Office, correspondence concerning student fees, 1911-1913.","Hydrus:item-jejohns1-2013-09-20T19:32:45.132Z","zk553cd3459","Stanford University, President's Office, correspondence concerning student fees, 1911-1913.","item","v1 Accessioned","2013-09-20","2013-09-20",
"http://purl.stanford.edu/nm065vr1137","Damage Diagnosis Algorithms for Wireless Structural Health Monitoring","Hydrus:item-racquelh-2013-11-22T00:37:01.992Z","mz198fp9366","John A. Blume Earthquake Engineering Center Technical Report Series","item","v1 Accessioned","2013-11-22","2013-11-22",
"http://purl.stanford.edu/nm092xv9237","Status perceptions. [TR 39]","Hydrus:item-regirob-2014-07-23T22:55:56.546Z","vj354pj0087","Laboratory for Social Research Technical Report Series (1961-1985), Stanford University Department of Sociology","item","v2 Accessioned","2014-07-23","2015-06-02",
"http://purl.stanford.edu/nm127fw4914","Imaging Redshift Estimates for Fermi BL Lacs","Hydrus:item-mstadnik-2014-06-25T17:50:49.353Z","ds247vz0452","Undergraduate Theses, Department of Physics","item","v2 Accessioned","2014-06-25","2014-07-19",
"http://purl.stanford.edu/nm132vw8446","Let’s measure what no one teaches: PISA, NCLB, and the shrinking aims of education","Hydrus:item-dlabaree-2015-06-24T23:24:00.782Z","tz959sb6952","Graduate School of Education Open Archive","item","v1 Accessioned","2015-06-24","2015-06-25",
"http://purl.stanford.edu/nm447jx6008","Stanford German Student Association records","Hydrus:collection-jschne-2014-07-08T16:09:36.734Z","","","collection; set","v1 Accessioned","2014-07-08","2014-07-08",
"http://purl.stanford.edu/nm527hm3485","Wounding the Female Body Politic: Reading the 1580s in The Faerie Queene","Hydrus:item-halle-2014-06-05T22:27:22.282Z","sn758bh0099","Undergraduate Honors Theses, Department of English","item","v1 Accessioned","2014-06-05","2014-06-05",
"http://purl.stanford.edu/nm555ny1101","Speech by Federal Chancellor Angela Merkel at Stanford University","Hydrus:item-dhartwig-2014-05-13T18:21:14.534Z","gs622sk1359","Speech by Federal Chancellor Angela Merkel at Stanford University","item","v1 Accessioned","2014-05-13","2014-05-13",
"http://purl.stanford.edu/nm594xt4504","APO for Dean Smith photographs of the Stanford Band","Hydrus:adminPolicy-dhartwig-2014-12-20T23:05:45.297Z","","","adminPolicy","v1 Accessioned","2014-12-20","2014-12-20",
"http://purl.stanford.edu/nm707bz6435","AMICA Bulletin, 1983, Volume 20, Issue 3","Hydrus:item-jessie2-2015-06-15T16:57:39.073Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/nm869mb8618","Pneumatic Pneus Founding Chapter Newsletter, 2014, November/December","Hydrus:item-jessie2-2015-06-17T18:02:53.707Z","tb053xc7429","Jack Edwards Pneumatic Pneus Collection","item","v1 Registered","2015-06-17","",
"http://purl.stanford.edu/nm939sk4504","UNESCO and Associated Schools: The Symbolic Affirmation of World Community and Human Rights","Hydrus:item-hfrost-2014-04-17T05:09:58.527Z","tz959sb6952","Graduate School of Education Open Archive","item","v1 Registered","2014-04-17","",
"http://purl.stanford.edu/nn058qf8976","Rugby team photographs","Hydrus:item-dhartwig-2014-09-25T22:24:54.857Z","kz287kq8429","Stanford University Rugby Team Photographs","item","v1 Accessioned","2014-09-25","2014-09-27",
"http://purl.stanford.edu/nn320qr2903","Progress in Structural Geology Knowledge Base (SGKB) - A Web Environment for Deformed Reservoir Characterization","Hydrus:item-elenas55-2015-06-27T18:55:16.147Z","vd298zm5495","The Stanford Rock Fracture Project","item","v1 Accessioned","2015-06-27","2015-07-20",
"http://purl.stanford.edu/nn377pt3694","Taking Policy from Paper to the Pump: Lessons on Effective and Flexible Groundwater Policy and Management from the Western US and Australia","Hydrus:item-kgust-2014-06-19T20:20:14.815Z","bq187rh3787","Water in the West","item","v2 Accessioned","2014-06-19","2014-07-12",
"http://purl.stanford.edu/nn380tn7479","Minutes, 2006 Mar 16","Hydrus:item-amorgan2-2013-04-25T23:54:35.071Z","yb533nc1884","Stanford University, Cabinet, Records","item","v5 Accessioned","2013-04-25","2015-04-26",
"http://purl.stanford.edu/nn422hq8981","Payson Treat Letter to Margaret Cosgrave","Hydrus:collection-dhartwig-2015-01-22T18:37:23.384Z","","","collection; set","v1 Accessioned","2015-01-22","2015-01-22",
"http://purl.stanford.edu/nn440sn4599","Uncommon Innovation: Developments in Groundwater Management Planning in California","Hydrus:item-kgust-2014-06-19T21:21:00.989Z","bq187rh3787","Water in the West","item","v2 Accessioned","2014-06-19","2014-07-12",
"http://purl.stanford.edu/nn597fr6864","Auctoritas and potestas: the art of balance in the architecture of Stanford University","Hydrus:collection-dhartwig-2015-01-29T23:33:28.226Z","","","collection; set","v1 Accessioned","2015-01-29","2015-01-30",
"http://purl.stanford.edu/nn632vx8388","APO for The Stanford campus: Architectural History in Microcosm","Hydrus:adminPolicy-dhartwig-2013-09-11T02:51:35.095Z","","","adminPolicy","v2 Accessioned","2013-09-11","2014-08-07",
"http://purl.stanford.edu/nn651wn6184","Motif-Index of Folk Literature","Hydrus:item-yahairaa-2014-06-20T17:19:23.298Z","gp587pb1436","Humanities Text Services Full-Text Intelex Data Collection","item","v2 Accessioned","2014-06-20","2014-08-01",
"http://purl.stanford.edu/nn667gg6458","APO for Stanford Athletics Interviews Conducted by Bob Murphy","Hydrus:adminPolicy-dhartwig-2013-04-02T03:17:26.883Z","","","adminPolicy","v2 Accessioned","2013-04-02","2014-08-07",
"http://purl.stanford.edu/nn719hd7539","Failure Modes in Cretaceous Carbonates and Implications for Fluid Flow Units","Hydrus:item-elenas55-2015-06-20T01:03:26.847Z","vd298zm5495","The Stanford Rock Fracture Project","item","v2 Accessioned","2015-06-20","2015-07-29",
"http://purl.stanford.edu/nn894nq8559","The Correspondence of John Dewey, 1871-1952 (I-IV)","Hydrus:item-yahairaa-2014-06-19T18:51:42.154Z","gp587pb1436","Humanities Text Services Full-Text Intelex Data Collection","item","v2 Accessioned","2014-06-19","2014-08-01",
"http://purl.stanford.edu/nn909jv9932","Treatment of Uncertainties in Seismic Risk Analysis of Transportation Systems","Hydrus:item-jwible-2013-09-12T18:36:27.677Z","mz198fp9366","John A. Blume Earthquake Engineering Center Technical Report Series","item","v1 Accessioned","2013-09-12","2013-11-21",
"http://purl.stanford.edu/nn928hg1542","Books vs. Bombs: Reading Objects in Michael Ondaatje's The English Patient","Hydrus:item-kenligda-2015-06-17T17:42:35.907Z","sn758bh0099","Undergraduate Honors Theses, Department of English","item","v1 Accessioned","2015-06-17","2015-06-27",
"http://purl.stanford.edu/np047gd2192","John L. Hennessy, president of Stanford University, essays and public statements, 2005, 2011.","Hydrus:collection-jejohns1-2013-09-20T21:00:54.966Z","","","collection; set","v1 Accessioned","2013-09-20","2013-09-20",
"http://purl.stanford.edu/np081xk9327","Roger T. Hagan 1964 Japan Diary: A detailed report on The Japan-America Roundtable meeting of American and Japanese intellectuals sponsored by The Ford Foundation and International House of Japan (Tokyo) to assess deteriorating relationships between the two nations","Hydrus:item-reganmk-2014-11-07T22:13:41.976Z","hm410dp4419","East Asia Library materials","item","v2 Accessioned","2014-11-07","2014-12-15",
"http://purl.stanford.edu/np305zs0638","Digital Humanities","Hydrus:collection-hfrost-2013-08-27T19:15:57.950Z","","","collection; set","v2 Accessioned","2013-08-27","2014-07-12",
"http://purl.stanford.edu/np318ty6250","Reports for Autumn 2013-2014","Hydrus:item-dmchen-2013-12-15T21:37:50.856Z","ff984ns9763","Multimedia Files for Digital Image Processing Class at Stanford","item","v1 Accessioned","2013-12-15","2013-12-15",
"http://purl.stanford.edu/np363hj6644","Jack Fields Photographs","Hydrus:collection-dhartwig-2014-10-09T01:49:53.250Z","","","collection; set","v1 Accessioned","2014-10-09","2014-10-09",
"http://purl.stanford.edu/np421ft8643","Hydrus","Hydrus:collection-dhartwig-2014-03-12T18:44:46.894Z","","","collection","v1 Registered","2014-03-12","",
"http://purl.stanford.edu/np593hp3407","AMICA Bulletin, 1977, Volume 14, Issue 1","Hydrus:item-jessie2-2015-06-12T17:46:40.363Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-12","2015-06-13",
"http://purl.stanford.edu/np662jh1568","AMICA Bulletin, 1990, Volume 27, Issue 4","Hydrus:item-jessie2-2015-06-15T18:34:45.897Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/np684ht0589","APO for Frederick L. Burke, Study on Fear","Hydrus:adminPolicy-dhartwig-2013-12-17T00:49:52.499Z","","","adminPolicy","v2 Accessioned","2013-12-17","2014-08-07",
"http://purl.stanford.edu/np768sy9783","Theodore Drenton Papers","Hydrus:collection-dhartwig-2015-01-21T22:00:47.773Z","","","collection; set","v1 Accessioned","2015-01-21","2015-01-21",
"http://purl.stanford.edu/np880th0609","Video Game Sounds as Art","Hydrus:item-nms2017-2014-12-05T18:46:58.808Z","fk441ps0303","Sounds of Stanford Collection - ARS.0154","item","v3 Accessioned","2014-12-05","2015-02-03",
"http://purl.stanford.edu/nq037tm6874","Methodology to Estimate the Small-Scale Fracture Distributions in Reservoirs Using Outcrop Mapping and Mechanical Modeling","Hydrus:item-elenas55-2015-06-30T00:34:10.214Z","vd298zm5495","The Stanford Rock Fracture Project","item","v1 Accessioned","2015-06-30","2015-07-20",
"http://purl.stanford.edu/nq175vk2126","AMICA Bulletin, 1969, Volume 6, Issue 12","Hydrus:item-jessie2-2015-06-10T18:14:51.077Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-10","2015-06-10",
"http://purl.stanford.edu/nq297nx7302","APO for Stanford University Video Collection","Hydrus:adminPolicy-dhartwig-2013-07-05T22:19:10.318Z","","","adminPolicy","v2 Accessioned","2013-07-05","2014-08-07",
"http://purl.stanford.edu/nq370sj5070","Audiovisual material","Hydrus:item-dhartwig-2014-08-05T22:56:44.858Z","kp509vf4019","Alexander Dallin Papers","item","v1 Registered","2014-08-05","",
"http://purl.stanford.edu/nq425jb6692","The Stanford Rock Fracture Project 1993 Field Trip Guide","Hydrus:item-elenas55-2015-06-23T17:24:05.138Z","vd298zm5495","The Stanford Rock Fracture Project","item","v1 Accessioned","2015-06-23","2015-07-21",
"http://purl.stanford.edu/nq475qh1682","Restoring Faulted Horizons With Elastic Dislocation Models","Hydrus:item-elenas55-2015-07-01T19:48:13.207Z","vd298zm5495","The Stanford Rock Fracture Project","item","v1 Accessioned","2015-07-01","2015-07-20",
"http://purl.stanford.edu/nq494fm2382","AMICA Bulletin, 1995, Volume 32, Issue 3","Hydrus:item-jessie2-2015-06-15T19:28:36.351Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/nq512kj1143","Twentieth Century Drama","Hydrus:item-yahairaa-2014-07-31T17:30:31.326Z","jh360sq6699","Humanities Text Services Full-Text Chadwyck Healey Data Collection","item","v1 Accessioned","2014-07-31","2014-08-01",
"http://purl.stanford.edu/nq568rh8548","Twentieth Century African-American Poetry","Hydrus:item-yahairaa-2014-07-30T21:16:50.848Z","jh360sq6699","Humanities Text Services Full-Text Chadwyck Healey Data Collection","item","v1 Accessioned","2014-07-30","2014-08-01",
"http://purl.stanford.edu/nq599yh4588","AMICA Bulletin, 2004, Volume 41, Issue 6","Hydrus:item-jessie2-2015-06-15T21:52:16.666Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/nq663dd0788","AMICA Bulletin, 2006, Volume 43, Issue 3","Hydrus:item-jessie2-2015-06-15T22:07:47.695Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/nq792ry1825","APO for A tribute to Ed Ginzton","Hydrus:adminPolicy-dhartwig-2015-01-30T00:08:32.221Z","","","adminPolicy","v1 Accessioned","2015-01-30","2015-01-30",
"http://purl.stanford.edu/nq829mj3743","APO for Ballet Folklorico de Stanford Records","Hydrus:adminPolicy-dhartwig-2014-12-02T22:17:36.360Z","","","adminPolicy","v1 Accessioned","2014-12-02","2014-12-03",
"http://purl.stanford.edu/nq936pd8334","Sounds of Stanford Episode 28 - Beneath the Surface: Why do American's Hate Soccer?","Hydrus:item-keyur-2014-12-16T20:19:41.564Z","fk441ps0303","Sounds of Stanford Collection - ARS.0154","item","v2 Accessioned","2014-12-16","2015-02-03",
"http://purl.stanford.edu/nq967zh9511","Rotunda table, Green Library, Stanford University, Statement","Hydrus:collection-dhartwig-2015-01-27T18:39:10.966Z","","","collection; set","v1 Accessioned","2015-01-27","2015-01-28",
"http://purl.stanford.edu/nq969tw4861","Learning, Design & Technology 2014","Hydrus:collection-forssell-2014-08-05T23:06:48.609Z","","","collection; set","v1 Accessioned","2014-08-05","2014-08-05",
"http://purl.stanford.edu/nr096gc9008","Ethnographic Futures Research Interviews","Hydrus:item-dhartwig-2015-01-17T19:28:58.811Z","dt871tk3595","Ethnographic Futures Research Interviews","item","v1 Accessioned","2015-01-17","2015-01-17",
"http://purl.stanford.edu/nr131qy0494","APO for David Harris Letters","Hydrus:adminPolicy-dhartwig-2013-08-29T17:31:42.851Z","","","adminPolicy","v2 Accessioned","2013-08-29","2014-08-07",
"http://purl.stanford.edu/nr242xt5063","Pneumatic Pneus Founding Chapter Newsletter, 1985, August Issue","Hydrus:item-jessie2-2015-06-16T22:59:15.291Z","tb053xc7429","Jack Edwards Pneumatic Pneus Collection","item","v1 Registered","2015-06-16","",
"http://purl.stanford.edu/nr307kb0067","Programs, 2010","Hydrus:item-dhartwig-2013-06-05T16:02:06.865Z","wj523jn5355","Stanford University, Dept. of Music, Records","item","v2 Accessioned","2013-06-05","2014-04-03",
"http://purl.stanford.edu/nr318ws9955","John Chowning & Jean-Claude Rissette: pionniers de la computer music","Hydrus:item-dhartwig-2015-05-12T18:00:30.533Z","gp999nk0011","John M. Chowning Papers","item","v1 Accessioned","2015-05-12","2015-05-12",
"http://purl.stanford.edu/nr452hg8134","Sedimentary Basins and Structure Patterns Near the Las vegas Shear Zone and the Bitter Spring Valley Fault, SE Nevada","Hydrus:item-elenas55-2015-06-23T22:58:40.009Z","vd298zm5495","The Stanford Rock Fracture Project","item","v1 Accessioned","2015-06-23","2015-07-21",
"http://purl.stanford.edu/nr467rq1738","Programs","Hydrus:item-dhartwig-2013-06-04T20:56:35.480Z","vh598hq5249","Stanford University, Office for Religious Life, Records","item","v2 Accessioned","2013-06-04","2013-12-18",
"http://purl.stanford.edu/nr598fg8460","Newsletter","Hydrus:item-dhartwig-2013-05-10T22:19:05.996Z","pw528bd2386","Civil and Environmental Engineering at Stanford University","item","v2 Accessioned","2013-05-10","2014-04-03",
"http://purl.stanford.edu/nr633pm4192","AMICA Bulletin, 1993, Volume 30, Issue 1","Hydrus:item-jessie2-2015-06-15T19:00:28.430Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/nr654rw6320","APO for","Hydrus:adminPolicy-dhartwig-2014-03-12T18:44:39.434Z","","","adminPolicy","v1 Registered","2014-03-12","",
"http://purl.stanford.edu/nr855bw2612","APO for Bernard M. Oliver Oral History Interview","Hydrus:adminPolicy-dhartwig-2013-03-14T17:16:56.007Z","","","adminPolicy","v2 Accessioned","2013-03-14","2014-08-07",
"http://purl.stanford.edu/nr943hn3902","APO for Stanford Elementary School: Reminiscences of Helen Mears Gibson","Hydrus:adminPolicy-dhartwig-2014-07-07T18:38:57.562Z","","","adminPolicy","v2 Accessioned","2014-07-07","2014-08-07",
"http://purl.stanford.edu/nr968xk9196","APO for Stanford University, J. Henry Meyer Memorial Library, Records","Hydrus:adminPolicy-dhartwig-2013-06-20T02:09:34.397Z","","","adminPolicy","v2 Accessioned","2013-06-20","2014-08-07",
"http://purl.stanford.edu/ns069zc4473","Towards in vivo estimation of reaction kinetics using high-throughput metabolomics data: a maximum likelihood approach","Hydrus:collection-weiruo16-2014-11-10T18:29:49.529Z","","","collection; set","v1 Accessioned","2014-11-10","2014-11-14",
"http://purl.stanford.edu/ns139rf5407","AMICA Bulletin, 2007, Volume 44, Issue 2","Hydrus:item-jessie2-2015-06-15T22:19:24.086Z","xm889sd1281","Terry Smythe AMICA Collection","item","v1 Accessioned","2015-06-15","2015-06-15",
"http://purl.stanford.edu/ns266hy8518","Lytics Lab","Hydrus:collection-hfrost-2015-04-03T17:22:11.216Z","","","collection; set","v1 Accessioned","2015-04-03","2015-04-03",
"http://purl.stanford.edu/ns292xk8369","Vibration Analysis Skeletal Systems using a Mixed Formulation with an Arnoldi-Based Nonlinear Eigensolution in Technique","Hydrus:item-rns-2013-09-12T19:53:23.641Z","mz198fp9366","John A. Blume Earthquake Engineering Center Technical Report Series","item","v1 Accessioned","2013-09-12","2013-11-21",
"http://purl.stanford.edu/ns489mv3756","Proposed forestry school at Stanford University correspondence","Hydrus:item-dhartwig-2015-01-22T19:17:57.472Z","jc720qs4221","Proposed Forestry School at Stanford University Correspondence","item","v1 Accessioned","2015-01-22","2015-01-22",
"http://purl.stanford.edu/ns641mf7885","APO for","Hydrus:adminPolicy-rmetz-2014-03-11T16:00:04.168Z","","","adminPolicy","v1 Registered","2014-03-11","",
"http://purl.stanford.edu/ns646hk9492","Learning From the Experiences of Women of Color in Mentornet's One-on-One Program","Hydrus:item-amyhodge-2014-04-16T19:42:58.636Z","tz959sb6952","Graduate School of Education Open Archive","item","v3 Accessioned","2014-04-16","2014-04-27",
"http://purl.stanford.edu/ns899tx9783","Payne Paleobiology Lab Data Files","Hydrus:collection-jlpayne-2014-03-07T21:41:32.111Z","","","collection; set","v1 Accessioned","2014-03-07","2014-03-07",
"http://purl.stanford.edu/ns916fw7760","Minutes, 2008 Mar 13","Hydrus:item-dhartwig-2013-05-14T03:51:11.258Z","yb533nc1884","Stanford University, Cabinet, Records","item","v3 Accessioned","2013-05-14","2015-04-10",
"http://purl.stanford.edu/ns965bn7910","Pneumatic Pneus Founding Chapter Newsletter, 2003, December Issue","Hydrus:item-jessie2-2015-06-17T16:19:14.637Z","tb053xc7429","Jack Edwards Pneumatic Pneus Collection","item","v1 Registered","2015-06-17","",
"http://purl.stanford.edu/ns968kg3283","Stanford Memorial Church Research Materials","Hydrus:collection-dhartwig-2014-12-18T23:20:00.826Z","","","collection; set","v1 Accessioned","2014-12-18","2014-12-18",
"http://purl.stanford.edu/nt009tv1306","Status characteristics and social interaction. [TR 42]","Hydrus:item-regirob-2014-07-25T16:55:42.721Z","vj354pj0087","Laboratory for Social Research Technical Report Series (1961-1985), Stanford University Department of Sociology","item","v2 Accessioned","2014-07-25","2015-06-02",
"http://purl.stanford.edu/nt014dp3426","Hydrus","Hydrus:item-mapte05-2015-06-02T18:48:14.538Z","fk441ps0303","Sounds of Stanford Collection - ARS.0154","item","v1 Registered","2015-06-02","",
"http://purl.stanford.edu/nt182gv6829","ДЕМОГРАФСКИ И","Hydrus:item-hfrost-2015-05-27T23:32:44.553Z","kq696sh3014","History of Media Preservation in Research Libraries","item","v1 Accessioned","2015-05-27","2015-05-28",
"http://purl.stanford.edu/nt214vz9076","Supporting Social Bonds and Friendship with Wearable Technologies","Hydrus:item-mlehman2-2014-04-25T21:35:54.399Z","yd434fg1175","ME310 student project reports","item","v1 Registered","2014-04-25","",
"http://purl.stanford.edu/nt336zt8603","Pneumatic Pneus Founding Chapter Newsletter, 2015, January/February Issue","Hydrus:item-jessie2-2015-06-17T18:04:26.344Z","tb053xc7429","Jack Edwards Pneumatic Pneus Collection","item","v1 Registered","2015-06-17","",
"http://purl.stanford.edu/nt398dz1915","Hydrus","Hydrus:collection-efahy-2014-03-13T23:44:21.935Z","","","collection; set","v1 Registered","2014-03-13","",
